movie_id,title,genres,imdbId,tmdbId
143,The Sound of Music (1965),Musical|Romance,59742,15121
144,Die Hard (1988),Action|Crime|Thriller,95016,562
145,The Lawnmower Man (1992),Action|Horror|Sci-Fi|Thriller,104692,10163
146,Unhook the Stars (1996),Drama,118044,48862
147,The Long Kiss Goodnight (1996),Action|Drama|Thriller,116908,11412
148,The Ghost and the Darkness (1996),Action|Adventure,116409,10586
149,Jude (1996),Drama,116722,25147
150,Swingers (1996),Comedy|Drama,117802,10218
151,Willy Wonka and the Chocolate Factory (1971),Comedy|Sci-Fi,,
152,Sleeper (1973),Comedy|Sci-Fi,70707,11561
153,A Fish Called Wanda (1988),Comedy|Crime,95159,623
154,Monty Python's Life of Brian (1979),Comedy,79470,583
155,Dirty Dancing (1987),Drama|Musical|Romance,92890,88
156,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236,500
157,Platoon (1986),Drama|War,91763,792
158,Weekend at Bernie's (1989),Comedy,98627,8491
159,Basic Instinct (1992),Crime|Mystery|Thriller,103772,402
160,Glengarry Glen Ross (1992),Drama,104348,9504
161,Top Gun (1986),Action|Romance,92099,744
162,On Golden Pond (1981),Drama,82846,11816
163,The Return of the Pink Panther (1975),Comedy|Mystery,,
164,The Abyss (1989),Action|Adventure|Sci-Fi|Thriller,96754,2756
165,Jean de Florette (1986),Drama|Mystery,91288,4480
166,Manon of the Spring (Manon des sources) (1986),Drama,91480,4481
167,Private Benjamin (1980),Comedy,81375,10765
168,Monty Python and the Holy Grail (1975),Comedy|Fantasy,,
169,The Wrong Trousers (1993),Comedy|Short,,
170,Cinema Paradiso (1988),Drama,,
171,Delicatessen (1991),Comedy|Drama|Romance,101700,892
172,The Empire Strikes Back (1980),Sci-Fi|Adventure,,
173,The Princess Bride (1987),Action|Adventure|Comedy|Fantasy|Romance,93779,2493
174,Raiders of the Lost Ark (1981),Adventure|Action,,
175,Brazil (1985),Fantasy|Sci-Fi,88846,68
176,Aliens (1986),Action|Adventure|Horror|Sci-Fi,90605,679
177,"The Good, The Bad and The Ugly (1966)",Western,,
178,12 Angry Men (1957),Drama,50083,389
179,A Clockwork Orange (1971),Crime|Drama|Sci-Fi|Thriller,66921,185
180,Apocalypse Now (1979),Action|Drama|War,78788,28
181,Return of the Jedi (1983),Sci-Fi|Adventure,,
182,GoodFellas (1990),Crime|Drama,,
183,Alien (1979),Horror|Sci-Fi,78748,348
184,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,106308,766
185,Psycho (1960),Crime|Horror,54215,539
186,The Blues Brothers (1980),Action|Comedy|Musical,80455,525
187,The Godfather: Part II (1974),Crime|Drama,71562,240
188,Full Metal Jacket (1987),Drama|War,93058,600
189,A Grand Day Out (1989),Comedy|Animation,,
190,Henry V (1989),Action|Drama|Romance|War,97499,10705
191,Amadeus (1984),Drama,86879,279
192,Raging Bull (1980),Drama,81398,1578
193,The Right Stuff (1983),Drama,86197,9549
194,The Sting (1973),Comedy|Crime,70735,9277
195,The Terminator (1984),Action|Sci-Fi|Thriller,88247,218
196,Dead Poets Society (1989),Drama,97165,207
197,The Graduate (1967),Comedy|Drama|Romance,61722,37247
198,Nikita (La Femme Nikita) (1990),Action|Thriller,,
199,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212,826
200,The Shining (1980),Horror,81505,694
201,Evil Dead II (1987),Horror|Comedy,,
202,Groundhog Day (1993),Comedy|Fantasy|Romance,107048,137
203,Unforgiven (1992),Drama|Western,105695,33
204,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763,105
205,Patton (1970),Drama|War,66206,11202
206,Akira (1988),Action|Adventure|Animation|Sci-Fi,94625,149
207,Cyrano de Bergerac (1990),Comedy|Drama|Romance,99334,11673
208,Young Frankenstein (1974),Comedy|Fantasy,72431,3034
209,This Is Spinal Tap (1984),Comedy,88258,11031
210,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,89
211,M*A*S*H (1970),War|Comedy,,
212,The Unbearable Lightness of Being (1988),Drama,96332,10644
213,A Room with a View (1986),Drama|Romance,91867,11257
214,Pink Floyd - The Wall (1982),Musical|Drama,,
215,Field of Dreams (1989),Children|Drama|Fantasy,97351,2323
216,When Harry Met Sally... (1989),Comedy|Romance,98635,639
217,Bram Stoker's Dracula (1992),Horror|Fantasy,,
218,Cape Fear (1991),Thriller,101540,1598
219,A Nightmare on Elm Street (1984),Horror|Thriller,87800,377
220,The Mirror Has Two Faces (1996),Comedy|Drama|Romance,117057,25189
221,Breaking the Waves (1996),Drama|Mystery,115751,145
222,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller,117731,199
223,Sling Blade (1996),Drama,117666,12498
224,Ridicule (1996),Drama,117477,12709
225,101 Dalmatians (1996),Adventure|Children|Comedy,115433,11674
226,Die Hard 2 (1990),Action|Adventure|Thriller,99423,1573
227,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi,102975,174
228,Star Trek: The Wrath of Khan (1982),Sci-Fi,,
229,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,88170,157
230,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi,92007,168
231,Batman Returns (1992),Action|Crime,103776,364
232,Young Guns (1988),Action|Comedy|Western,96487,11967
233,Under Siege (1992),Action|Drama|Thriller,105690,8845
234,Jaws (1975),Action|Horror,73195,578
235,Mars Attacks! (1996),Action|Comedy|Sci-Fi,116996,75
236,Citizen Ruth (1996),Comedy|Drama,115906,13891
237,Jerry Maguire (1996),Drama|Romance,116695,9390
238,Raising Arizona (1987),Comedy,93822,378
239,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,105435,2322
240,Beavis and Butt-head Do America (1996),Comedy|Adventure,,
241,The Last of the Mohicans (1992),Action|Romance|War|Western,104691,9361
242,Kolya (1996),Drama|Musical,,
243,Jungle2Jungle (1997),Comedy|Family,,
244,Smilla's Sense of Snow (1997),Drama|Thriller,120152,9311
245,The Devil's Own (1997),Action|Drama|Thriller,118972,4477
246,Chasing Amy (1997),Comedy|Drama|Romance,118842,2255
247,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,120389,6499
248,Grosse Pointe Blank (1997),Comedy|Crime|Romance,119229,9434
249,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,118655,816
250,The Fifth Element (1997),Action|Adventure|Comedy|Sci-Fi,119116,18
251,Shall We Dance? (1996),Musical|Romance,,
252,The Lost World: Jurassic Park (1997),Action|Adventure|Sci-Fi|Thriller,119567,330
253,The Pillow Book (1995),Drama|Romance,,
254,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,118688,415
255,My Best Friend's Wedding (1997),Comedy|Romance,119738,8874
256,When the Cats Away (Chacun cherche son chat) (1996),Romance|Comedy,,
257,Men in Black (1997),Sci-Fi|Action,,
258,Contact (1997),Drama|Sci-Fi,118884,686
259,George of the Jungle (1997),Children|Comedy,119190,10603
260,Event Horizon (1997),Horror|Sci-Fi|Thriller,119081,8413
261,Air Bud (1997),Children|Comedy,118570,20737
262,In the Company of Men (1997),Comedy|Drama,119361,14585
263,Steel (1997),Action,120207,8854
264,Mimic (1997),Horror|Sci-Fi|Thriller,119675,4961
265,The Hunt for Red October (1990),Action|Adventure|Thriller,99810,1669
266,Kull the Conqueror (1997),Action|Adventure,119484,17832
267,Cast Away (2000),Adventure|Drama,,
268,Firelight (1997),Drama|Romance,,
269,The Full Monty (1997),Comedy|Drama,119164,9427
270,Gattaca (1997),Drama|Sci-Fi|Thriller,119177,782
271,Starship Troopers (1997),Action|Sci-Fi,120201,563
272,Good Will Hunting (1997),Drama|Romance,119217,489
273,Heat (1995),Action|Crime|Thriller,113277,949
274,Sabrina (1995),Comedy|Romance,114319,11860
275,Sense and Sensibility (1995),Drama|Romance,114388,4584
276,Leaving Las Vegas (1995),Drama|Romance,113627,451
277,Restoration (1995),Drama,114272,35196
278,Bed of Roses (1996),Drama|Romance,115644,20927
279,Once Upon a Time... When We Were Colored (1995),Drama|Romance,114039,146599
280,Up Close and Personal (1996),Drama|Romance,118055,9302
281,"River Wild, The (1994)",Action|Thriller,110997,8987
282,"Time to Kill, A (1996)",Drama|Thriller,117913,1645
283,Emma (1996),Romance,118308,12254
284,Tin Cup (1996),Comedy|Drama|Romance,117918,10478
285,Secrets & Lies (1996),Drama,117589,11159
286,"English Patient, The (1996)",Drama|Romance|War,116209,409
287,Marvin's Room (1996),Drama,116999,9819
288,Scream (1996),Comedy|Horror|Mystery|Thriller,117571,4232
289,Evita (1996),Drama|Musical,116250,8818
290,Fierce Creatures (1997),Comedy,119115,12145
291,Absolute Power (1997),Mystery|Thriller,118548,66
292,Rosewood (1997),Action|Drama,120036,25624
293,Donnie Brasco (1997),Crime|Drama,119008,9366
294,Liar Liar (1997),Comedy,119528,1624
295,Breakdown (1997),Action|Thriller,118771,2163
296,La Promesse (1996),Drama,,
297,Ulee's Gold (1997),Drama,120402,55306
298,Face/Off (1997),Action|Crime|Drama|Thriller,119094,754
299,Hoodlum (1997),Crime|Drama|Film-Noir,119311,22073
300,Air Force One (1997),Action|Thriller,118571,9772
301,In & Out (1997),Comedy,119360,10806
302,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488,2118
303,Lawn Dogs (1997),Drama,120402,55306
304,Fly Away Home (1996),Adventure|Children,116329,11076
305,"Ice Storm, The (1997)",Drama,119349,68924
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Romance|Drama,,
307,"Devil's Advocate, The (1997)",Drama|Mystery|Thriller,118971,1813
308,FairyTale: A True Story (1997),Children|Drama|Fantasy,119095,29911
309,Deceiver (1997),Crime|Drama|Thriller,119527,14583
310,"Rainmaker, The (1997)",Drama,119978,11975
311,"Wings of the Dove, The (1997)",Drama|Romance,120520,45609
312,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,119668,8197
313,Titanic (1997),Drama|Romance,120338,597
314,3 Ninjas: High Noon At Mega Mountain (1998),Action|Comedy,,
315,Apt Pupil (1998),Drama|Thriller,118636,9445
316,As Good As It Gets (1997),Romance|Comedy,,
317,In the Name of the Father (1993),Drama,107207,7984
318,Schindler's List (1993),Drama|War,108052,424
319,Everyone Says I Love You (1996),Comedy|Musical|Romance,116242,9716
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,117293,17204
321,Mother (1996),Comedy,117091,27265
322,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,119731,9415
323,Dante's Peak (1997),Action|Thriller,118928,9619
324,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,116922,638
325,Crash (1996),Drama|Thriller,115964,884
326,G.I. Jane (1997),Action|Drama,119173,4421
327,Cop Land (1997),Action|Crime|Drama|Thriller,118887,2142
328,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,118883,8834
329,Desperate Measures (1998),Crime|Drama|Thriller,118966,9458
330,187 (1997),Drama|Thriller,,
331,"Edge, The (1997)",Adventure|Drama,119051,9433
332,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,119468,9437
333,"Game, The (1997)",Drama|Mystery|Thriller,119174,2649
334,U Turn (1997),Crime|Drama|Mystery,120399,10155
335,How to Be a Player (1997),Comedy,119326,28353
336,Playing God (1997),Crime|Drama|Thriller,119906,12628
337,"House of Yes, The (1997)",Comedy|Drama,119324,33344
338,Bean (1997),Comedy,118689,1281
339,Mad City (1997),Action|Drama,119592,9770
340,Boogie Nights (1997),Drama,118749,4995
341,Critical Care (1997),Comedy|Drama,118901,61337
342,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,120483,9414
343,Alien: Resurrection (1997),Action|Horror|Sci-Fi,118583,8078
344,"Apostle, The (1997)",Drama,118632,2895
345,Deconstructing Harry (1997),Comedy|Drama,118954,2639
346,Jackie Brown (1997),Crime|Drama|Thriller,119396,184
347,Wag the Dog (1997),Comedy,120885,586
348,Following (1998),Crime|Thriller,,
349,Hard Rain (1998),Action|Crime|Thriller,120696,11258
350,Fallen (1998),Crime|Drama|Fantasy|Thriller,119099,9411
351,"Prophecy II, The (1998)",Horror,118643,9033
352,Spice World (1997),Comedy,120185,6116
353,Deep Rising (1998),Action|Horror|Sci-Fi,118956,9457
354,"Wedding Singer, The (1998)",Comedy|Romance,120888,11003
355,Sphere (1998),Sci-Fi|Thriller,120184,10153
356,"Client, The (1994)",Drama|Mystery|Thriller,109446,10731
357,One Flew Over the Cuckoo's Nest (1975),Drama,73486,510
358,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,120177,10336
359,"Assignment, The (1997)",Action|Thriller,118647,18355
360,Wonderland (1997),Comedy|Documentary,120529,251481
361,Incognito (1997),Crime|Thriller,119365,45928
362,Blues Brothers 2000 (1998),Action|Comedy|Musical,118747,11568
363,Sudden Death (1995),Action,114576,9091
364,Ace Ventura: When Nature Calls (1995),Comedy,112281,9273
365,Powder (1995),Drama|Sci-Fi,114168,12665
366,Dangerous Minds (1995),Drama,112792,9909
367,Clueless (1995),Comedy|Romance,112697,9603
368,Bio-Dome (1996),Comedy,115683,9536
369,Black Sheep (1996),Comedy,115697,13997
370,Mary Reilly (1996),Drama|Horror|Thriller,117002,9095
371,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688
372,Jeffrey (1995),Comedy|Drama,113464,17447
373,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482
374,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070
375,Showgirls (1995),Drama,114436,10802
376,Houseguest (1994),Comedy,110066,17207
377,Heavyweights (1994),Comedy|Family,,
378,Miracle on 34th Street (1994),Drama,110527,10510
379,Tales From the Crypt Presents: Demon Knight (1995),Horror|Fantasy,,
380,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193
381,Muriel's Wedding (1994),Comedy,110598,236
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759
383,"Flintstones, The (1994)",Children|Comedy|Fantasy,109813,888
384,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,110622,36593
385,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,111503,36955
386,Addams Family Values (1993),Children|Comedy|Fantasy,106220,2758
387,"Age of Innocence, The (1993)",Drama,106226,10436
388,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,109254,306
389,Black Beauty (1994),Adventure|Children|Drama,109279,14522
390,Fear of a Black Hat (1993),Comedy,,
391,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362,9593
392,"Man Without a Face, The (1993)",Drama,107501,10502
393,Mrs. Doubtfire (1993),Comedy|Drama,107614,788
394,Radioland Murders (1994),Comedy|Mystery|Romance,110939,22588
395,Robin Hood: Men in Tights (1993),Comedy,107977,8005
396,Serial Mom (1994),Comedy|Crime|Horror,111127,11592
397,Striking Distance (1993),Action|Crime,108238,11074
398,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,108255,9607
399,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,108333,10057
400,"Little Rascals, The (1994)",Children|Comedy,110366,10897
401,"Brady Bunch Movie, The (1995)",Comedy,112572,9066
402,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,99653,251
403,Batman (1989),Action|Crime|Thriller,96895,268
404,Pinocchio (1940),Animation|Children|Fantasy|Musical,32910,10895
405,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,117060,954
406,Thinner (1996),Horror|Thriller,117894,10280
407,Spy Hard (1996),Comedy,117723,10535
408,A Close Shave (1995),Comedy|Family,,
409,Jack (1996),Comedy|Drama,116669,7095
410,Kingpin (1996),Comedy,116778,11543
411,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,117218,9327
412,"Very Brady Sequel, A (1996)",Comedy,118073,12606
413,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,117826,9431
414,My Favorite Year (1982),Comedy,84370,31044
415,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,72653,18660
416,Old Yeller (1957),Children|Drama,50798,22660
417,"Parent Trap, The (1961)",Children|Comedy|Romance,55277,19186
418,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,42332,11224
419,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,58331,433
420,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,43274,12092
421,William Shakespeare's Romeo and Juliet (1996),Romance|Drama,,
422,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,115491,11238
423,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,83866,601
424,Children of the Corn: The Gathering (1996),Horror|Thriller,,
425,Bob Roberts (1992),Comedy,103850,10608
426,The Transformers: The Movie (1986),Sci-Fi|Action,,
427,To Kill a Mockingbird (1962),Drama,56592,595
428,Harold and Maude (1971),Comedy|Drama|Romance,67185,343
429,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,43456,828
430,Duck Soup (1933),Comedy|Musical|War,23969,3063
431,Highlander (1986),Action|Adventure|Fantasy,91203,8009
432,Fantasia (1940),Animation|Children|Fantasy|Musical,32455,756
433,Heathers (1989),Comedy,97493,2640
434,Forbidden Planet (1956),Drama|Sci-Fi,49223,830
435,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115,642
436,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller,82010,814
437,Amityville 1992: It's About Time (1992),Horror,103678,41671
438,Amityville 3-D (1983),Horror,85159,27214
439,Amityville: A New Generation (1993),Horror,106262,33519
440,Amityville II: The Possession (1982),Horror,83550,16235
441,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller,78767,11449
442,"Amityville Curse, The (1990)",Horror,99030,41848
443,"Birds, The (1963)",Horror|Thriller,56869,571
444,"Blob, The (1958)",Horror|Sci-Fi,51418,8851
445,"Body Snatcher, The (1945)",Drama|Horror|Thriller,37549,30346
446,Burnt Offerings (1976),Horror,74258,13549
447,Carrie (1976),Drama|Fantasy|Horror|Thriller,74285,7340
448,"Omen, The (1976)",Horror|Mystery|Thriller,75005,794
449,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,79945,152
450,Star Trek V: The Final Frontier (1989),Action|Sci-Fi,98382,172
451,Grease (1978),Comedy|Musical|Romance,77631,621
452,Jaws 2 (1978),Horror|Thriller,77766,579
453,Jaws 3-D (1983),Action|Horror,85750,17692
454,Bastard Out of Carolina (1996),Drama,115633,41240
455,Jackie Chan's First Strike (1996),Action|Comedy,,
456,Beverly Hills Ninja (1997),Action|Comedy,118708,9622
457,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,119152,18519
458,Nixon (1995),Drama,113987,10858
459,"Cry, the Beloved Country (1995)",Drama,112749,34615
460,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,112744,27526
461,Smoke (1995),Comedy|Drama,114478,10149
462,Like Water For Chocolate (Como agua para chocolate) (1992),Romance|Drama,,
463,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334
