movie_id,title,genres,imdbId,tmdbId
67,Fair Game (1995),Action,tt0113010,11859.0
68,Kicking and Screaming (1995),Comedy|Drama,tt0113537,28387.0
69,"Misérables, Les (1995)",Drama|War,tt0113828,48750.0
70,Bed of Roses (1996),Drama|Romance,tt0115644,20927.0
71,Screamers (1995),Action|Sci-Fi|Thriller,tt0114367,9102.0
72,Nico Icon (1995),Documentary,tt0113973,124626.0
73,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,tt0112744,27526.0
74,"Juror, The (1996)",Drama|Thriller,tt0116731,9623.0
75,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,tt0112445,46785.0
76,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,tt0114660,400.0
77,Antonia's Line (Antonia) (1995),Comedy|Drama,tt0112379,880.0
78,Once Upon a Time... When We Were Colored (1995),Drama|Romance,tt0114039,146599.0
79,Last Summer in the Hamptons (1995),Comedy|Drama,tt0113612,188588.0
80,Angels and Insects (1995),Drama|Romance,tt0112365,8447.0
81,White Squall (1996),Action|Adventure|Drama,tt0118158,10534.0
82,Dunston Checks In (1996),Children|Comedy,tt0116151,17414.0
83,Black Sheep (1996),Comedy,tt0115697,13997.0
84,Nick of Time (1995),Action|Thriller,tt0113972,2086.0
85,Mary Reilly (1996),Drama|Horror|Thriller,tt0117002,9095.0
86,Vampire in Brooklyn (1995),Comedy|Horror|Romance,tt0114825,12158.0
87,Beautiful Girls (1996),Comedy|Drama|Romance,tt0115639,9283.0
88,Broken Arrow (1996),Action|Adventure|Thriller,tt0115759,9208.0
89,In the Bleak Midwinter (1995),Comedy|Drama,tt0113403,40154.0
90,"Hate (Haine, La) (1995)",Crime|Drama,tt0113247,406.0
91,Shopping (1994),Action|Thriller,tt0111173,45549.0
92,Heidi Fleiss: Hollywood Madam (1995),Documentary,tt0113283,63076.0
93,City Hall (1996),Drama|Thriller,tt0115907,11062.0
94,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,tt0115734,13685.0
95,Mr. Wrong (1996),Comedy,tt0117102,47475.0
96,Unforgettable (1996),Mystery|Sci-Fi|Thriller,tt0118040,2045.0
97,Happy Gilmore (1996),Comedy,tt0116483,9614.0
98,"Bridges of Madison County, The (1995)",Drama|Romance,tt0112579,688.0
99,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,tt0117110,10874.0
100,Catwalk (1996),Documentary,tt0112646,89333.0
101,Braveheart (1995),Action|Drama|War,tt0112573,197.0
102,Taxi Driver (1976),Crime|Drama|Thriller,tt0075314,103.0
103,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,tt0113326,33542.0
104,Before and After (1996),Drama|Mystery,tt0115645,43566.0
105,Margaret's Museum (1995),Drama,tt0113774,71754.0
106,Anne Frank Remembered (1995),Documentary,tt0112373,51352.0
107,"Young Poisoner's Handbook, The (1995)",Crime|Drama,tt0115033,16934.0
108,If Lucy Fell (1996),Comedy|Romance,tt0116606,10324.0
109,"Steal Big, Steal Little (1995)",Comedy,tt0114536,78406.0
110,"Boys of St. Vincent, The (1992)",Drama,tt0106473,32119.0
111,Boomerang (1992),Comedy|Romance,tt0103859,11066.0
112,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,tt0109424,11104.0
113,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,tt0114808,37975.0
114,Flirting With Disaster (1996),Comedy,tt0116324,2074.0
115,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,tt0110647,27793.0
116,Pie in the Sky (1996),Comedy|Romance,tt0114131,110972.0
117,Angela (1995),Drama,tt0112364,32622.0
118,Frankie Starlight (1995),Drama|Romance,tt0113107,73067.0
119,Jade (1995),Thriller,tt0113451,11863.0
120,Down Periscope (1996),Comedy,tt0116130,9101.0
121,Man of the Year (1995),Documentary,tt0113756,5757.0
122,Up Close and Personal (1996),Drama|Romance,tt0118055,9302.0
123,"Birdcage, The (1996)",Comedy,tt0115685,11000.0
124,"Brothers McMullen, The (1995)",Comedy,tt0112585,16388.0
125,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,tt0112442,9737.0
126,"Amazing Panda Adventure, The (1995)",Adventure|Children,tt0112342,30765.0
127,"Basketball Diaries, The (1995)",Drama,tt0112461,10474.0
128,"Awfully Big Adventure, An (1995)",Drama,tt0112427,22279.0
129,Amateur (1994),Crime|Drama|Thriller,tt0109093,30157.0
130,Apollo 13 (1995),Adventure|Drama|IMAX,tt0112384,568.0
131,Rob Roy (1995),Action|Drama|Romance|War,tt0114287,11780.0
132,"Addiction, The (1995)",Drama|Horror,tt0112288,34996.0
133,Batman Forever (1995),Action|Adventure|Comedy|Crime,tt0112462,414.0
134,Beauty of the Day (Belle de jour) (1967),Drama,tt0061395,649.0
135,Beyond Rangoon (1995),Adventure|Drama|War,tt0112495,1873.0
136,Blue in the Face (1995),Comedy|Drama,tt0112541,5894.0
137,Canadian Bacon (1995),Comedy|War,tt0109370,1775.0
138,Casper (1995),Adventure|Children,tt0112642,8839.0
139,Clockers (1995),Crime|Drama|Mystery,tt0112688,20649.0
140,Congo (1995),Action|Adventure|Mystery|Sci-Fi,tt0112715,10329.0
141,Crimson Tide (1995),Drama|Thriller|War,tt0112740,8963.0
142,Crumb (1994),Documentary,tt0109508,26564.0
143,Desperado (1995),Action|Romance|Western,tt0112851,8068.0
144,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,tt0112857,8512.0
145,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,tt0112864,1572.0
146,"Doom Generation, The (1995)",Comedy|Crime|Drama,tt0112887,13552.0
147,Feast of July (1995),Drama,tt0113044,259209.0
148,First Knight (1995),Action|Drama|Romance,tt0113071,6520.0
149,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,tt0113114,9073.0
150,Hackers (1995),Action|Adventure|Crime|Thriller,tt0113243,10428.0
151,Jeffrey (1995),Comedy|Drama,tt0113464,17447.0
152,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,tt0113481,9886.0
153,Judge Dredd (1995),Action|Crime|Sci-Fi,tt0113492,9482.0
154,Jury Duty (1995),Comedy,tt0113500,19326.0
155,Kids (1995),Drama,tt0113540,9344.0
156,Living in Oblivion (1995),Comedy,tt0113677,9071.0
157,Lord of Illusions (1995),Horror,tt0113690,8973.0
158,Love & Human Remains (1993),Comedy|Drama,tt0107447,15730.0
159,Mad Love (1995),Drama|Romance,tt0113729,47608.0
160,Mallrats (1995),Comedy|Romance,tt0113749,2293.0
161,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,tt0113820,9070.0
162,Mute Witness (1994),Comedy|Horror|Thriller,tt0110604,48787.0
163,Nadja (1994),Drama,tt0110620,34574.0
164,"Net, The (1995)",Action|Crime|Thriller,tt0113957,1642.0
165,Nine Months (1995),Comedy|Romance,tt0113986,11472.0
166,Party Girl (1995),Comedy,tt0114095,36196.0
167,"Prophecy, The (1995)",Fantasy|Horror|Mystery,tt0114194,11980.0
168,Reckless (1995),Comedy|Fantasy,tt0114241,58372.0
169,Safe (1995),Thriller,tt0114323,32646.0
170,"Scarlet Letter, The (1995)",Drama|Romance,tt0114345,10533.0
171,Showgirls (1995),Drama,tt0114436,10802.0
172,Smoke (1995),Comedy|Drama,tt0114478,10149.0
173,Something to Talk About (1995),Comedy|Drama|Romance,tt0114496,18402.0
174,Species (1995),Horror|Sci-Fi,tt0114508,9348.0
175,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,tt0114558,281.0
176,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,tt0058450,5967.0
177,"Tie That Binds, The (1995)",Thriller,tt0114666,79593.0
178,Three Wishes (1995),Drama|Fantasy,tt0114663,47939.0
179,Total Eclipse (1995),Drama|Romance,tt0114702,36834.0
180,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,tt0114682,9090.0
181,Under Siege 2: Dark Territory (1995),Action,tt0114781,3512.0
182,Unstrung Heroes (1995),Comedy|Drama,tt0114798,52856.0
183,Unzipped (1995),Documentary,tt0114805,77350.0
184,"Walk in the Clouds, A (1995)",Drama|Romance,tt0114887,9560.0
185,Waterworld (1995),Action|Adventure|Sci-Fi,tt0114898,9804.0
186,White Man's Burden (1995),Drama,tt0114928,31611.0
187,"Browning Version, The (1994)",Drama,tt0109340,49805.0
188,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,tt0111579,50797.0
189,Before the Rain (Pred dozhdot) (1994),Drama|War,tt0110882,19155.0
190,Before Sunrise (1995),Drama|Romance,tt0112471,76.0
191,Billy Madison (1995),Comedy,tt0112508,11017.0
192,"Babysitter, The (1995)",Drama|Thriller,tt0112438,37141.0
193,Boys on the Side (1995),Comedy|Drama,tt0112571,9382.0
194,"Cure, The (1995)",Drama,tt0112757,6715.0
195,Castle Freak (1995),Horror,tt0112643,18256.0
196,Circle of Friends (1995),Drama|Romance,tt0112679,22625.0
197,Clerks (1994),Comedy,tt0109445,2292.0
198,Don Juan DeMarco (1995),Comedy|Drama|Romance,tt0112883,1909.0
199,Disclosure (1994),Drama|Thriller,tt0109635,8984.0
200,Drop Zone (1994),Action|Thriller,tt0109676,4954.0
201,Destiny Turns on the Radio (1995),Comedy,tt0112854,62488.0
202,Death and the Maiden (1994),Drama|Thriller,tt0109579,10531.0
203,Dolores Claiborne (1995),Drama|Thriller,tt0109642,11929.0
204,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,tt0109686,8467.0
205,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,tt0111797,10451.0
206,Exotica (1994),Drama,tt0109759,20156.0
207,Exit to Eden (1994),Comedy,tt0109758,18395.0
208,Ed Wood (1994),Comedy|Drama,tt0109707,522.0
209,French Kiss (1995),Action|Comedy|Romance,tt0113117,397.0
210,Forget Paris (1995),Comedy|Romance,tt0113097,10525.0
211,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,tt0113028,27985.0
212,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,tt0113198,15789.0
213,Hideaway (1995),Thriller,tt0113303,27303.0
214,Fluke (1995),Children|Drama,tt0113089,21183.0
215,Farinelli: il castrato (1994),Drama|Musical,tt0109771,10954.0
216,Gordy (1995),Children|Comedy|Fantasy,tt0113199,47867.0
217,Gumby: The Movie (1995),Animation|Children,tt0113234,43475.0
218,The Glass Shield (1994),Crime|Drama,tt0109906,72031.0
219,Hoop Dreams (1994),Documentary,tt0110057,14275.0
220,Heavenly Creatures (1994),Crime|Drama,tt0110005,1024.0
221,Houseguest (1994),Comedy,tt0110066,17207.0
222,Immortal Beloved (1994),Drama|Romance,tt0110116,13701.0
223,Heavyweights (Heavy Weights) (1995),Children|Comedy,tt0110006,14819.0
224,"Hunted, The (1995)",Action,tt0113360,32631.0
225,I.Q. (1994),Comedy|Romance,tt0110099,11777.0
226,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,tt0110148,628.0
227,Jefferson in Paris (1995),Drama,tt0113463,87729.0
228,"Jerky Boys, The (1995)",Comedy,tt0110189,18713.0
229,Junior (1994),Comedy|Sci-Fi,tt0110216,6280.0
230,Just Cause (1995),Mystery|Thriller,tt0113501,9061.0
231,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,tt0113538,37108.0
232,Kiss of Death (1995),Crime|Drama|Thriller,tt0113552,6071.0
233,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,tt0076759,11.0
234,Little Women (1994),Drama,tt0110367,9587.0
235,"Little Princess, A (1995)",Children|Drama,tt0113670,19101.0
236,Ladybird Ladybird (1994),Drama,tt0110296,49980.0
237,"Enfer, L' (1994)",Drama,tt0109731,17961.0
238,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,tt0103994,18183.0
239,Legends of the Fall (1994),Drama|Romance|War|Western,tt0110322,4476.0
240,Major Payne (1995),Comedy,tt0110443,11008.0
241,Little Odessa (1994),Crime|Drama,tt0110365,47504.0
242,My Crazy Life (Mi vida loca) (1993),Drama,tt0107566,32325.0
243,Love Affair (1994),Drama|Romance,tt0110391,43742.0
244,Losing Isaiah (1995),Drama,tt0113691,28313.0
245,"Madness of King George, The (1994)",Comedy|Drama,tt0110428,11318.0
246,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,tt0109836,3036.0
247,Man of the House (1995),Comedy,tt0113755,40490.0
248,Mixed Nuts (1994),Comedy,tt0110538,24070.0
249,Milk Money (1994),Comedy|Romance,tt0110516,8986.0
250,Miracle on 34th Street (1994),Drama,tt0110527,10510.0
251,Miami Rhapsody (1995),Comedy,tt0113808,17402.0
252,My Family (1995),Drama,tt0113896,38722.0
253,Murder in the First (1995),Drama|Thriller,tt0113870,8438.0
254,Nobody's Fool (1994),Comedy|Drama|Romance,tt0110684,11593.0
255,Nell (1994),Drama,tt0110638,1945.0
256,New Jersey Drive (1995),Crime|Drama,tt0113967,39310.0
257,Beyond Bedlam (1993),Drama|Horror,tt0106402,56428.0
258,Nina Takes a Lover (1994),Comedy|Romance,tt0110671,131957.0
259,Natural Born Killers (1994),Action|Crime|Thriller,tt0110632,241.0
260,Only You (1994),Comedy|Romance,tt0110737,9058.0
261,Once Were Warriors (1994),Crime|Drama,tt0110729,527.0
262,Poison Ivy II (1996),Drama|Thriller,tt0114151,18220.0
263,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,tt0114069,6950.0
264,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,tt0110413,101.0
265,"Perez Family, The (1995)",Comedy|Romance,tt0114113,63020.0
266,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,tt0114210,2307.0
267,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,tt0110912,680.0
268,Priest (1994),Drama,tt0110889,40156.0
269,Quiz Show (1994),Drama,tt0110932,11450.0
270,Picture Bride (Bijo photo) (1994),Drama|Romance,tt0114129,30304.0
271,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,tt0110963,10452.0
272,"Quick and the Dead, The (1995)",Action|Thriller|Western,tt0114214,12106.0
273,Roommates (1995),Comedy|Drama,tt0114296,161495.0
274,Ready to Wear (Pret-A-Porter) (1994),Comedy,tt0110907,3586.0
275,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,tt0111495,110.0
276,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,tt0108394,108.0
277,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,tt0111507,109.0
278,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,tt0110769,159185.0
279,Stuart Saves His Family (1995),Comedy,tt0114571,28033.0
280,"Swan Princess, The (1994)",Animation|Children,tt0111333,22586.0
281,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,tt0111112,14334.0
282,"Specialist, The (1994)",Action|Drama|Thriller,tt0111255,2636.0
283,Stargate (1994),Action|Adventure|Sci-Fi,tt0111282,2164.0
284,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,tt0111070,11395.0
285,"Shawshank Redemption, The (1994)",Crime|Drama,tt0111161,278.0
286,Shallow Grave (1994),Comedy|Drama|Thriller,tt0111149,9905.0
287,Suture (1993),Film-Noir|Thriller,tt0108260,87078.0
288,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,tt0106966,12527.0
289,Swimming with Sharks (1995),Comedy|Drama,tt0114594,20306.0
290,"Sum of Us, The (1994)",Comedy|Drama,tt0111309,36614.0
291,National Lampoon's Senior Trip (1995),Comedy,tt0113936,27993.0
292,To Live (Huozhe) (1994),Drama,tt0110081,31439.0
293,Tank Girl (1995),Action|Comedy|Sci-Fi,tt0114614,9067.0
294,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,tt0114608,9059.0
295,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,tt0111280,193.0
296,Tales from the Hood (1995),Action|Crime|Horror,tt0114609,25066.0
297,Tom & Viv (1994),Drama,tt0111454,46797.0
298,Village of the Damned (1995),Horror|Sci-Fi,tt0114852,12122.0
299,Tommy Boy (1995),Comedy,tt0114694,11381.0
300,Vanya on 42nd Street (1994),Drama,tt0111590,32636.0
301,Underneath (1995),Mystery|Thriller,tt0114788,36141.0
302,"Walking Dead, The (1995)",Drama|War,tt0114888,95963.0
303,What's Eating Gilbert Grape (1993),Drama,tt0108550,1587.0
304,Virtuosity (1995),Action|Sci-Fi|Thriller,tt0114857,9271.0
305,While You Were Sleeping (1995),Comedy|Romance,tt0114924,2064.0
306,"War, The (1994)",Adventure|Drama|War,tt0111667,19855.0
307,Double Happiness (1994),Drama,tt0109655,60855.0
308,Muriel's Wedding (1994),Comedy,tt0110598,236.0
309,"Baby-Sitters Club, The (1995)",Children,tt0112435,48287.0
310,Ace Ventura: Pet Detective (1994),Comedy,tt0109040,3049.0
311,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,tt0109045,2759.0
312,Backbeat (1993),Drama|Musical,tt0106339,12635.0
313,Bitter Moon (1992),Drama|Film-Noir|Romance,tt0104779,10497.0
314,Bullets Over Broadway (1994),Comedy,tt0109348,11382.0
315,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,tt0109444,9331.0
316,"Client, The (1994)",Drama|Mystery|Thriller,tt0109446,10731.0
317,"Corrina, Corrina (1994)",Comedy|Drama|Romance,tt0109484,10464.0
318,Crooklyn (1994),Comedy|Drama,tt0109504,34152.0
319,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,tt0109506,9495.0
320,Cobb (1994),Drama,tt0109450,29973.0
321,"Flintstones, The (1994)",Children|Comedy|Fantasy,tt0109813,888.0
322,Forrest Gump (1994),Comedy|Drama|Romance|War,tt0109830,13.0
323,Four Weddings and a Funeral (1994),Comedy|Romance,tt0109831,712.0
324,Higher Learning (1995),Drama,tt0113305,16295.0
325,I Love Trouble (1994),Action|Comedy,tt0110093,10879.0
326,It Could Happen to You (1994),Comedy|Drama|Romance,tt0110167,10660.0
327,"Jungle Book, The (1994)",Adventure|Children|Romance,tt0110213,10714.0
328,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,tt0107472,41647.0
329,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,tt0110357,8587.0
330,Little Buddha (1993),Drama,tt0107426,1689.0
331,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,tt0111686,11596.0
332,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,tt0110475,854.0
333,Maverick (1994),Adventure|Comedy|Western,tt0110478,9359.0
334,Mrs. Parker and the Vicious Circle (1994),Drama,tt0110588,23333.0
335,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,tt0110622,36593.0
336,"Paper, The (1994)",Comedy|Drama,tt0110771,12280.0
337,Reality Bites (1994),Comedy|Drama|Romance,tt0110950,2788.0
338,Red Rock West (1992),Thriller,tt0105226,10427.0
339,Richie Rich (1994),Children|Comedy,tt0110989,11011.0
340,Safe Passage (1994),Drama,tt0111054,49803.0
341,"River Wild, The (1994)",Action|Thriller,tt0110997,8987.0
342,Speed (1994),Action|Romance|Thriller,tt0111257,1637.0
343,Speechless (1994),Comedy|Romance,tt0111256,15128.0
344,Timecop (1994),Action|Sci-Fi|Thriller,tt0111438,8831.0
345,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,tt0111503,36955.0
346,When a Man Loves a Woman (1994),Drama|Romance,tt0111693,10449.0
347,Wolf (1994),Drama|Horror|Romance|Thriller,tt0111742,10395.0
348,Wyatt Earp (1994),Western,tt0111756,12160.0
349,Bad Company (1995),Action|Crime|Drama,tt0112443,40480.0
350,"Low Down Dirty Shame, A (1994)",Action|Comedy,tt0110399,26352.0
351,Boys Life (1995),Drama,tt0112570,39953.0
352,"Colonel Chabert, Le (1994)",Drama|Romance|War,tt0109454,41580.0
353,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,tt0059170,315.0
354,Jason's Lyric (1994),Crime|Drama,tt0110186,22067.0
355,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,tt0108069,18242.0
356,Street Fighter (1994),Action|Adventure|Fantasy,tt0111301,11667.0
357,Mirage (1995),Action|Thriller,tt0113827,226229.0
358,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,tt0110027,8011.0
359,In the Mouth of Madness (1995),Horror|Thriller,tt0113409,2654.0
360,8 Seconds (1994),Drama,tt0109021,18069.0
361,Above the Rim (1994),Crime|Drama,tt0109035,19092.0
362,Addams Family Values (1993),Children|Comedy|Fantasy,tt0106220,2758.0
363,"Age of Innocence, The (1993)",Drama,tt0106226,10436.0
364,Airheads (1994),Comedy,tt0109068,13595.0
365,"Air Up There, The (1994)",Comedy,tt0109067,46094.0
366,Another Stakeout (1993),Comedy|Thriller,tt0106292,9409.0
367,Bad Girls (1994),Western,tt0109198,11853.0
368,Barcelona (1994),Comedy|Romance,tt0109219,16771.0
369,Being Human (1993),Drama,tt0106379,46924.0
370,"Beverly Hillbillies, The (1993)",Comedy,tt0106400,11041.0
371,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,tt0109254,306.0
372,Black Beauty (1994),Adventure|Children|Drama,tt0109279,14522.0
373,Blink (1994),Thriller,tt0109297,26203.0
374,Blown Away (1994),Action|Thriller,tt0109303,178.0
375,Blue Chips (1994),Drama,tt0109305,19819.0
376,Blue Sky (1994),Drama|Romance,tt0109306,57834.0
377,Body Snatchers (1993),Horror|Sci-Fi|Thriller,tt0106452,4722.0
378,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,tt0106471,18215.0
379,"Bronx Tale, A (1993)",Drama,tt0106489,1607.0
380,Cabin Boy (1994),Comedy,tt0109361,26391.0
381,Carlito's Way (1993),Crime|Drama,tt0106519,6075.0
382,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,tt0109439,11310.0
383,Clean Slate (1994),Comedy,tt0109443,18658.0
384,Cliffhanger (1993),Action|Adventure|Thriller,tt0106582,9350.0
385,Coneheads (1993),Comedy|Sci-Fi,tt0106598,9612.0
386,Color of Night (1994),Drama|Thriller,tt0109456,2124.0
387,Cops and Robbersons (1994),Comedy,tt0109480,26261.0
388,"Cowboy Way, The (1994)",Action|Comedy|Drama,tt0109493,19176.0
389,Dangerous Game (1993),Drama,tt0106660,49299.0
390,Dave (1993),Comedy|Romance,tt0106673,11566.0
391,Dazed and Confused (1993),Comedy,tt0106677,9571.0
392,Demolition Man (1993),Action|Adventure|Sci-Fi,tt0106697,9739.0
393,"Endless Summer 2, The (1994)",Adventure|Documentary,tt0109729,24257.0
394,Even Cowgirls Get the Blues (1993),Comedy|Romance,tt0106834,34444.0
395,Fatal Instinct (1993),Comedy,tt0106873,26141.0
