user_id,movie_id,rating
8,5113,4
8,3154,4
8,523,4
8,2529,4
8,1330,4
8,32,5
8,980,4
8,322,4
8,6297,2
8,3866,3
8,1208,4
8,1932,3
8,49,5
8,660,3
8,3868,3
8,6266,3
8,6158,3
8,5008,3
8,1842,5
8,2172,3
8,3917,5
8,1743,4
8,1378,3
8,3125,3
8,1863,3
8,1589,4
8,5565,4
8,965,4
8,1101,1
8,1238,3
8,473,5
8,2217,2
8,3197,4
8,1659,3
8,954,4
8,2234,4
8,5138,4
8,267,4
8,4388,4
8,467,3
8,5432,2
8,6112,4
8,471,2
8,3364,5
8,526,4
8,1351,4
8,3851,4
8,6119,4
8,2240,3
8,407,4
8,44,2
8,2858,5
8,3842,4
8,4132,4
8,1696,3
8,46,5
8,2372,4
8,1011,4
8,551,4
8,4232,4
8,3807,3
8,1124,4
8,1012,4
8,2247,3
8,5566,3
8,2211,4
9,935,3
9,1935,2
9,1797,3
9,1145,3
9,1793,3
9,526,4
9,1256,4
9,1820,4
9,1991,3
9,1697,4
9,2034,2
9,1100,4
9,2002,4
9,1,4
9,1358,3
9,1351,4
9,1905,4
9,1776,4
9,1800,4
9,856,5
9,1900,4
9,1333,4
9,1812,4
9,1335,5
9,2102,3
9,536,5
9,615,2
9,1392,5
9,17,4
9,473,5
9,1589,4
9,479,5
9,2211,4
9,1230,2
9,35,5
9,2061,5
9,1101,4
9,2285,4
9,26,3
9,445,4
9,1684,4
9,46,3
9,285,4
9,462,4
9,1814,2
10,616,4
10,953,4
10,1154,4
10,879,3
10,1357,5
10,2307,3
10,2412,3
10,1101,5
10,1180,3
10,993,4
10,1281,5
10,903,4
10,132,4
10,1044,4
10,1667,3
10,2061,5
10,1919,2
10,2271,3
10,975,3
10,2423,4
10,2346,5
10,2263,3
10,2262,5
10,952,4
10,890,2
10,1915,4
10,839,3
10,525,3
10,965,4
10,285,4
10,1854,5
10,311,4
10,2272,4
10,1457,2
10,1485,5
10,956,4
10,2316,4
10,310,3
10,1351,4
10,2034,4
10,1342,3
10,49,5
10,2403,2
10,2331,2
10,1207,3
10,954,4
11,8076,4
11,6515,5
11,4708,5
11,2211,3
11,1480,3
11,7543,4
11,2728,3
11,957,5
11,7809,4
11,7586,4
11,115,4
11,830,4
11,4252,3
11,641,4
11,2078,4
11,5810,5
11,7609,3
11,8146,4
11,7618,4
11,66,1
11,8416,5
11,7493,4
11,1602,3
11,7293,3
11,267,5
11,7626,3
11,6609,4
11,8111,4
11,49,5
11,7922,4
11,149,3
11,7917,4
11,8367,5
11,6873,4
11,648,3
11,743,5
11,7919,4
11,1142,5
12,3086,3
12,3014,3
12,1124,4
12,2372,4
12,483,3
12,3098,5
12,226,3
12,3103,2
12,3102,3
12,835,2
12,475,1
12,577,1
12,2528,2
12,1113,1
12,618,3
12,617,4
12,953,1
12,3095,3
12,1865,2
12,3016,2
12,3088,3
12,3072,1
12,3070,2
12,4491,4
12,3059,2
12,2530,1
12,3089,5
12,3058,2
12,1784,2
12,3056,5
12,3087,5
12,1047,1
12,3091,2
12,3037,3
12,3035,1
12,3093,2
12,3034,4
12,3032,3
12,3031,5
12,3029,1
12,2771,4
12,3020,2
12,3043,3
12,3060,4
12,867,3
12,984,2
12,1302,2
12,831,1
12,975,5
12,2025,1
12,2641,4
12,970,5
12,2551,3
12,1966,4
12,1366,3
12,2134,2
12,2659,1
12,989,5
12,2717,4
12,536,2
12,2554,2
13,5113,4
13,2529,4
13,46,2
13,2609,3
13,3424,2
13,322,5
13,3416,4
13,1,5
13,1018,2
13,739,3
13,327,4
13,476,4
13,6720,3
13,2247,3
13,1865,4
13,3418,4
13,2707,3
13,6888,4
13,7085,4
13,285,4
13,524,4
13,734,4
13,3796,4
13,3866,4
13,5159,4
13,2338,3
13,2061,3
13,7808,4
13,2332,3
13,2062,3
13,830,3
13,4601,4
13,2504,3
13,4409,4
13,101,4
13,3800,3
13,428,3
13,7524,4
13,1522,4
13,1012,4
13,7637,4
13,3694,3
13,473,4
13,250,4
13,2210,4
13,1480,3
13,471,3
13,7984,3
13,267,3
13,2892,3
13,521,3
13,7239,4
13,2211,3
14,2679,3
14,1358,3
14,2102,3
14,2504,4
14,2180,3
14,527,1
14,2998,4
14,3188,3
14,2891,3
14,2172,3
14,2536,2
14,1598,3
14,3190,4
14,2289,2
14,1865,2
14,1903,3
14,2176,2
14,2550,5
14,952,4
14,2146,2
15,101,3
15,2475,3
15,2476,5
15,4175,1
15,5616,3
15,6415,4
15,5578,2
15,8292,2
15,1571,3
15,2616,1
15,1572,3
15,1363,1
15,2604,2
15,6444,2
15,7735,4
15,6417,1
15,485,1
15,931,3
15,1377,1
15,2615,4
15,486,5
15,2474,1
15,5618,2
15,2607,3
15,1567,4
15,1378,3
15,4096,3
15,4178,1
15,8738,1
15,9007,3
15,6551,2
15,5580,4
15,8990,4
15,2415,2
15,488,3
15,289,2
15,4894,3
15,5566,2
15,3641,3
15,2414,2
15,285,2
15,4078,1
15,1561,3
15,524,3
15,1635,3
15,8796,2
15,9005,2
15,2590,1
15,8739,1
15,6548,2
15,4893,2
15,1389,2
15,6456,3
15,4163,2
15,4168,4
15,6453,2
15,4788,1
15,33,3
15,1566,4
15,1376,3
15,6454,3
15,4167,3
15,4891,4
15,1564,3
15,1390,1
15,9004,1
15,4166,1
15,9006,1
15,1392,3
15,7717,1
15,2416,4
15,2480,3
15,8624,1
15,2600,4
15,1573,1
15,5624,2
15,4884,2
15,1614,2
15,1589,3
15,2610,2
15,6420,2
15,1358,1
15,2609,2
15,8181,3
15,525,4
15,2424,3
15,2431,4
15,4196,3
15,480,3
15,8184,1
15,2434,4
15,742,1
15,8189,3
15,7308,3
15,8190,1
15,1586,2
15,4662,3
15,745,3
15,7741,4
15,1601,2
15,267,5
15,7751,1
15,1366,3
15,6422,1
15,7756,1
15,7293,3
15,4203,2
15,5021,1
15,1359,3
15,6601,3
15,7086,2
15,6429,3
15,4881,4
15,7179,3
15,801,4
15,2423,3
15,3738,2
15,102,5
15,2471,3
15,8642,4
15,4681,2
15,1618,2
15,4647,2
15,484,2
15,2456,4
15,1373,3
15,1620,2
15,8175,1
15,3715,1
15,4095,4
15,7631,3
15,3711,3
15,1579,2
15,1623,4
15,6419,1
15,4678,2
15,1374,4
15,43,3
15,526,5
15,1580,4
15,8737,3
15,2451,3
15,7628,1
15,1369,1
15,7166,3
15,6437,1
15,7168,1
15,2440,4
15,7297,1
15,4935,4
15,4189,2
15,4186,3
15,3639,1
15,1581,2
15,929,4
15,4087,1
15,4088,2
15,1558,5
15,99,2
15,2445,3
15,4753,2
15,4933,3
15,6442,1
15,522,1
15,7637,2
15,4143,1
15,1515,3
15,3662,2
15,1514,3
15,8232,2
15,4901,2
15,2550,4
15,3696,2
15,6530,4
15,1459,3
15,520,2
15,1463,2
15,8233,1
15,1465,1
15,3665,4
15,1470,3
15,3695,2
15,2530,1
15,5027,1
15,2549,1
15,1513,3
15,7639,1
15,277,4
15,5602,2
15,1453,4
15,3650,2
15,4913,2
15,4119,1
15,8221,2
15,3702,3
15,3699,3
15,6495,2
15,2551,2
15,7666,1
15,4131,1
15,523,4
15,513,3
15,1517,4
15,6497,1
15,7064,3
15,3657,1
15,1516,4
15,2529,1
15,6499,1
15,8223,1
15,6531,4
15,946,3
15,5608,2
15,1511,3
15,2531,3
15,521,1
15,5607,3
15,3682,3
15,1485,4
15,943,4
15,1479,2
15,4136,2
15,8256,3
15,7298,2
15,8251,1
15,6515,3
15,1483,4
15,8248,3
15,2545,2
15,275,5
15,8244,1
15,8243,3
15,7642,3
15,2539,3
15,4663,2
15,3681,2
15,1477,3
15,940,2
15,1475,5
15,8242,1
15,3666,3
15,2532,3
15,6511,4
15,3694,4
15,38,2
15,4140,1
15,744,5
15,4139,1
15,1506,4
15,276,4
15,4914,2
15,5606,3
15,3690,4
15,1472,2
15,4132,5
15,6512,1
15,2548,2
15,8238,3
15,2536,1
15,8241,4
15,7658,3
15,8757,1
15,8741,2
15,5615,2
15,3648,1
15,269,4
15,1405,3
15,8213,4
15,4109,3
15,2503,2
15,1407,1
15,7703,2
15,7702,2
15,1409,2
15,1411,2
15,8789,1
15,4917,3
15,6546,4
15,1417,4
15,7174,4
15,7695,3
15,1418,2
15,4154,2
15,5591,2
15,4112,2
15,4151,2
15,4150,5
15,2498,4
15,1420,3
15,4159,4
15,1555,2
15,1396,3
15,5583,4
15,4756,3
15,4161,1
15,493,5
15,2491,4
15,2494,4
15,4104,2
15,284,1
15,8630,4
15,2586,2
15,934,4
15,8740,3
15,495,2
15,8193,1
15,2497,3
15,2579,5
15,8202,2
15,4919,3
15,7638,3
15,5041,1
15,950,5
15,8282,3
15,1529,4
15,5065,1
15,2559,2
15,7687,1
15,7679,1
15,4144,1
15,2528,1
15,8265,3
15,500,3
15,1522,3
15,1448,2
15,35,1
15,2557,2
15,2556,1
15,3707,1
15,937,4
15,869,4
15,3704,5
15,7675,3
15,7674,1
15,283,3
15,504,3
15,1452,1
15,1523,3
15,1525,3
15,8267,1
15,2518,1
15,3642,1
15,3643,3
15,8273,2
15,1422,2
15,4116,1
15,1428,4
15,743,5
15,4118,2
15,936,3
15,6481,1
15,3703,4
15,8769,2
15,1436,5
15,2514,4
15,1437,4
15,7689,4
15,5600,1
15,1439,2
15,499,4
15,2515,3
15,5601,4
15,8272,1
15,2504,1
15,4106,2
15,2369,1
15,2413,5
15,9017,1
15,3812,2
15,7896,1
15,1954,2
15,6186,3
15,9014,1
15,2179,1
15,2,2
15,390,2
15,1947,2
15,2182,2
15,1936,1
15,1935,3
15,1961,3
15,6187,2
15,1933,1
15,2185,3
15,7893,1
15,7889,3
15,7888,2
15,7887,3
15,5008,2
15,3811,4
15,3868,1
15,8662,1
15,391,4
15,6194,1
15,329,4
15,7895,1
15,7885,4
15,385,1
15,6182,3
15,381,4
15,2172,4
15,2005,1
15,6162,1
15,3816,4
15,8026,1
15,2003,5
15,9021,2
15,59,2
15,9020,1
15,8029,1
15,2002,3
15,2173,3
15,882,2
15,1991,1
15,1982,4
15,8702,1
15,6172,1
15,6028,3
15,384,3
15,2174,1
15,3813,5
15,6025,1
15,2178,2
15,1972,1
15,9018,3
15,7917,1
15,8669,1
15,6167,1
15,7121,4
15,392,1
15,4701,3
15,1900,3
15,323,3
15,5002,3
15,4997,3
15,3881,2
15,1896,3
15,6220,2
15,7144,1
15,7146,3
15,7863,1
15,2217,4
15,8055,1
15,8068,1
15,2216,2
15,1887,3
15,407,5
15,8076,3
15,7153,1
15,2234,4
15,87,3
15,50,2
15,3883,1
15,5971,1
15,2238,3
15,6227,4
15,1880,3
15,2240,4
15,1878,1
15,5972,1
15,1904,5
15,2212,1
15,6215,2
15,1922,4
15,8035,1
15,6198,1
15,1916,3
15,8037,1
15,7881,1
15,7879,4
15,2209,1
15,1915,3
15,889,2
15,2210,2
15,1914,3
15,8042,1
15,4705,1
15,6210,2
15,7871,2
15,7870,3
15,8047,1
15,2211,1
15,3872,3
15,8713,2
15,1905,2
15,3877,3
15,8714,1
15,890,3
15,404,3
15,8053,3
15,3879,4
15,5977,1
15,7918,1
15,8718,1
15,380,1
15,6158,1
15,7124,1
15,7956,1
15,7994,2
15,7997,2
15,9035,2
15,345,4
15,884,4
15,2158,3
15,66,1
15,335,3
15,4688,1
15,7999,3
15,2102,2
15,2113,4
15,9034,1
15,2159,3
15,2093,1
15,3852,2
15,3842,4
15,9033,1
15,2083,1
15,8004,1
15,2082,3
15,8682,1
15,8005,1
15,2081,3
15,772,3
15,9032,4
15,2098,3
15,3853,1
15,7256,5
15,336,2
15,2146,1
15,9045,1
15,2143,1
15,7984,1
15,7983,1
15,8670,1
15,6108,3
15,6102,1
15,885,4
15,9040,4
15,8671,1
15,342,4
15,2147,3
15,7962,2
15,3851,2
15,338,3
15,7989,3
15,2137,4
15,9039,2
15,6112,3
15,337,3
15,7129,3
15,4685,1
15,2128,2
15,9038,1
15,2153,3
15,2119,3
15,6119,5
15,8675,4
15,2080,1
15,6132,3
15,2077,4
15,8689,3
15,887,4
15,2058,1
15,2051,3
15,9026,3
15,2168,4
15,7921,1
15,2169,1
15,5009,1
15,332,2
15,2037,1
15,6152,1
15,7920,2
15,2061,5
15,2036,1
15,3865,1
15,2034,2
15,3866,5
15,7130,1
15,7134,1
15,8019,1
15,6153,1
15,8020,1
15,2024,2
15,9024,3
15,6156,1
15,77,5
15,9023,1
15,883,2
15,2167,1
15,2166,1
15,8688,4
15,2160,1
15,3839,1
15,2072,1
15,2069,1
15,7935,3
15,7934,3
15,2068,3
15,2067,2
15,2065,3
15,6082,3
15,2064,1
15,6138,4
15,2161,1
15,8011,1
15,9031,1
15,347,3
15,5014,1
15,3857,5
15,2062,5
15,8015,4
15,8016,2
15,7929,4
15,7928,4
15,2163,3
15,9030,2
15,7927,2
15,8017,1
15,9028,1
15,2164,3
15,7919,3
15,1875,3
15,6232,1
15,8722,3
15,907,2
15,4028,1
15,8142,2
15,8797,1
15,1702,2
15,7277,2
15,4030,4
15,7094,1
15,1697,3
15,4036,1
15,6361,2
15,7793,1
15,4038,3
15,1707,3
15,7790,1
15,2372,5
15,7788,1
15,7787,1
15,4043,3
15,1691,3
15,1690,3
15,6363,4
15,4045,1
15,305,2
15,3779,2
15,4047,2
15,5830,4
15,4048,1
15,4041,3
15,8144,3
15,5845,2
15,6359,2
15,1727,4
15,2345,4
15,7803,2
15,3997,1
15,5892,2
15,8733,3
15,7800,2
15,7154,1
15,1721,3
15,1715,3
15,7155,1
15,3998,3
15,3999,2
15,8139,3
15,6356,1
15,4002,1
15,97,1
15,1714,3
15,310,2
15,8735,3
15,7272,2
15,8736,3
15,448,3
15,2364,5
15,5865,2
15,2366,4
15,4022,1
15,308,3
15,7794,4
15,1685,1
15,455,1
15,3777,2
15,2399,3
15,1659,2
15,8155,1
15,2402,4
15,8651,5
15,7769,4
15,7767,5
15,467,3
15,7092,1
15,6400,2
15,8649,3
15,914,3
15,7765,1
15,8152,1
15,915,3
15,2405,5
15,471,2
15,5724,4
15,295,1
15,473,4
15,874,3
15,2407,4
15,5719,5
15,6409,2
15,4683,3
15,6412,1
15,2411,1
15,2412,1
15,6408,1
15,6385,4
15,4076,3
15,3761,3
15,1683,2
15,750,1
15,6372,1
15,7784,1
15,7783,4
15,911,2
15,456,2
15,2383,4
15,2386,2
15,4056,2
15,1674,4
15,301,2
15,6374,2
15,8146,2
15,7778,1
15,7777,3
15,6377,1
15,4059,1
15,3765,2
15,4062,3
15,2392,4
15,5017,3
15,2394,3
15,1667,4
15,4071,3
15,6384,1
15,7774,2
15,1664,4
15,2396,4
15,3792,5
15,5902,4
15,2338,4
15,442,4
15,8079,2
15,5963,1
15,420,3
15,879,4
15,3919,3
15,3921,5
15,5960,2
15,321,1
15,3924,1
15,3925,4
15,1838,2
15,7838,1
15,4720,1
15,7847,3
15,423,3
15,1835,3
15,1833,4
15,7257,3
15,6272,1
15,8087,3
15,1829,3
15,1827,2
15,7828,1
15,1821,3
15,2286,4
15,1820,3
15,3950,1
15,8095,1
15,963,5
15,1842,1
15,2272,2
15,3802,3
15,1869,2
15,3807,1
15,3891,2
15,2246,1
15,1867,3
15,8727,3
15,8728,4
15,5967,2
15,6239,4
15,88,1
15,1865,2
15,8732,1
15,1863,1
15,2258,3
15,1861,1
15,4798,5
15,7856,3
15,1852,2
15,2271,1
15,3913,1
15,415,2
15,322,1
15,1848,2
15,1846,3
15,3804,3
15,1845,3
15,6266,2
15,7854,5
15,7853,1
15,319,3
15,46,5
15,3955,3
15,8099,2
15,7810,1
15,49,5
15,1770,4
15,2332,1
15,8652,1
15,431,1
15,7809,2
15,903,4
15,433,1
15,5921,1
15,2333,4
15,1763,4
15,2335,1
15,2329,4
15,3978,2
15,3979,1
15,2336,4
15,6310,4
15,1743,4
15,3796,4
15,94,4
15,3996,1
15,8121,2
15,4733,3
15,1736,3
15,8124,3
15,878,2
15,7808,3
15,1762,3
15,1775,3
15,315,3
15,429,3
15,428,3
15,3960,1
15,2298,4
15,3962,4
15,3800,5
15,1814,2
15,4979,3
15,7259,4
15,4795,2
15,8103,2
15,1812,3
15,5938,1
15,1810,4
15,898,1
15,8656,3
15,1809,3
15,4728,4
15,1803,1
15,2307,1
15,1800,2
15,3798,1
15,1797,2
15,1794,2
15,1793,1
15,2316,4
15,7822,4
15,7817,1
15,7811,3
15,6294,2
15,5946,4
15,2619,4
15,3368,3
15,6602,3
15,1040,2
15,8883,3
15,956,4
15,191,1
15,6854,4
15,7449,1
15,8884,3
15,190,4
15,8887,3
15,6855,1
15,189,2
15,8888,1
15,1037,3
15,5362,4
15,3079,3
15,3080,3
15,1036,3
15,7448,1
15,4414,4
15,3086,3
15,647,2
15,3087,2
15,3090,4
15,1034,1
15,4851,1
15,1033,3
15,4417,1
15,7469,2
15,734,1
15,1041,4
15,130,3
15,5378,4
15,3439,2
15,3032,4
15,3034,2
15,7027,3
15,3036,2
15,1049,4
15,3037,3
15,3438,1
15,1046,4
15,197,4
15,7219,2
15,8430,1
15,6862,1
15,3054,2
15,19,1
15,1044,4
15,8875,1
15,3057,1
15,8432,4
15,129,5
15,1043,3
15,6845,1
15,1042,4
15,5377,2
15,4410,1
15,3058,2
15,7471,4
15,3056,1
15,8577,4
15,648,3
15,4424,2
15,8452,4
15,654,3
15,1023,5
15,655,5
15,175,1
15,8460,2
15,8461,1
15,3150,3
15,657,1
15,4479,1
15,5301,2
15,7196,3
15,3154,5
15,4481,1
15,1020,5
15,174,2
15,3418,3
15,1019,4
15,4488,1
15,7427,1
15,658,4
15,659,3
15,3155,5
15,4495,3
15,8468,1
15,1018,4
15,4835,2
15,5113,5
15,4442,2
15,4433,3
15,3424,2
15,3107,1
15,3108,1
15,3110,3
15,3111,3
15,1029,2
15,7437,4
15,185,1
15,838,2
15,733,4
15,649,1
15,7195,4
15,4846,2
15,8440,1
15,3100,4
15,8442,4
15,3425,4
15,1025,3
15,3120,2
15,3121,2
15,4602,3
15,17,3
15,4844,1
15,4427,3
15,6888,4
15,3124,5
15,957,3
15,651,1
15,8897,2
15,6873,1
15,643,2
15,3031,2
15,8425,3
15,3465,3
15,1099,2
15,3464,2
15,3463,2
15,2935,4
15,3462,3
15,7493,4
15,3460,3
15,622,3
15,5098,1
15,8403,1
15,8408,3
15,5408,3
15,7220,1
15,2959,5
15,4868,1
15,3458,1
15,208,4
15,2968,1
15,8580,4
15,6820,2
15,7488,2
15,625,2
15,206,4
15,2978,4
15,205,4
15,2980,5
15,210,3
15,3467,1
15,3469,3
15,7494,1
15,2886,2
15,8988,3
15,2891,1
15,220,2
15,954,4
15,5431,1
15,22,2
15,2892,2
15,2893,3
15,617,1
15,2898,4
15,2899,2
15,2900,3
15,1085,2
15,2902,3
15,5429,1
15,2903,2
15,8854,1
15,6795,2
15,219,5
15,8401,2
15,1109,3
15,1103,3
15,2923,2
15,1101,1
15,5428,1
15,6812,1
15,6,4
15,5096,2
15,7480,2
15,626,4
15,5390,2
15,7476,3
15,8870,3
15,4392,4
15,3008,2
15,5384,1
15,1059,5
15,4394,3
15,7034,4
15,7032,3
15,955,1
15,2620,5
15,641,4
15,4401,3
15,6821,4
15,199,1
15,1056,3
15,3023,4
15,1055,2
15,6827,3
15,6828,1
15,5382,2
15,3024,2
15,3025,3
15,1054,3
15,4409,2
15,3026,3
15,3444,3
15,5105,2
15,3021,2
15,1017,3
15,1064,3
15,203,1
15,3457,3
15,5099,1
15,823,2
15,8417,2
15,1082,2
15,2985,2
15,2992,2
